2304_1728_64_0.250PCM ;R: 0.250000; EM: 1; MIN ERR: 50; MAX ITR: 50; ER_EA: 0; Br_LEN: 0 q_step:0.125000

Q_bits: 8; Q_step: 0.125000;Algorithm: 0;Channel: 1

SNR	    iBER			 BER		   FER			ITR#
-0.5000	2.527574e-01 2.207925e-01 9.803922e-01 49.745098
-0.4000	2.519618e-01 2.229427e-01 1.000000e+00 50.000000
-0.3000	2.481337e-01 2.135677e-01 1.000000e+00 50.000000
-0.2000	2.442371e-01 1.963252e-01 9.259259e-01 48.500000
-0.1000	2.405636e-01 1.622291e-01 8.620690e-01 48.551724
0.0000	2.392167e-01 1.575596e-01 8.620690e-01 47.500000
0.1000	2.373787e-01 1.368221e-01 7.936508e-01 46.253968
0.2000	2.344579e-01 9.101904e-02 5.617978e-01 41.213483
0.3000	2.333423e-01 8.642142e-02 5.747126e-01 40.965517
0.4000	2.301077e-01 7.547474e-02 4.424779e-01 37.849558
0.5000	2.262411e-01 4.061731e-02 3.164557e-01 33.012658
0.6000	2.245577e-01 2.722769e-02 1.831502e-01 28.542125
0.7000	2.217918e-01 1.451036e-02 1.048218e-01 25.213836
0.8000	2.189841e-01 6.521209e-03 5.405405e-02 21.748108
0.9000	2.160427e-01 3.830344e-03 3.203075e-02 19.366432
1.0000	2.138676e-01 2.491074e-03 2.322341e-02 17.759405
1.1000	2.110291e-01 6.421748e-04 5.418879e-03 15.841769
1.2000	2.084407e-01 2.104386e-04 1.706019e-03 14.557971
1.3000	2.057238e-01 5.583025e-05 6.147037e-04 13.520912
1.4000	2.030669e-01 1.764070e-05 1.581363e-04 12.646799
